"student_id","date_registered","first_date_watched","first_date_purchased","days_diff_reg_watch","days_diff_watch_purch"
268204,"2022-03-21","2022-03-21","2022-03-21","0","0"
272890,"2022-05-05","2022-05-05","2022-05-05","0","0"
284630,"2022-08-10","2022-08-10","2022-08-10","0","0"
268224,"2022-03-21","2022-03-21","2022-03-21","0","0"
257693,"2021-12-21","2021-12-22","2021-12-22","1","0"
261778,"2022-01-27","2022-01-27","2022-01-27","0","0"
287490,"2022-08-21","2022-08-31","2022-08-31","10","0"
280031,"2022-07-02","2022-07-02","2022-07-07","0","5"
279062,"2022-06-23","2022-10-03","2022-09-08","102","-25"
258883,"2022-01-01","2022-01-04","2022-01-01","3","-3"
268811,"2022-03-28","2022-03-28","2022-04-04","0","7"
272717,"2022-05-03","2022-05-03","2022-05-03","0","0"
268090,"2022-03-20","2022-03-28","2022-07-28","8","122"
266249,"2022-03-07","2022-03-07","2022-03-10","0","3"
262068,"2022-01-30","2022-02-06","2022-01-31","7","-6"
282960,"2022-07-29","2022-08-08","2022-08-04","10","-4"
263913,"2022-02-17","2022-02-17","2022-02-17","0","0"
279909,"2022-07-01","2022-07-01","2022-07-01","0","0"
255599,"2021-12-03","2021-12-15","2021-12-13","12","-2"
258955,"2022-01-02","2022-01-02","2022-01-03","0","1"
261972,"2022-01-29","2022-01-29","2022-07-22","0","174"
277078,"2022-06-08","2022-09-06","2022-06-08","90","-90"
287618,"2022-08-22","2022-08-22","2022-08-22","0","0"
263677,"2022-02-14","2022-03-03","2022-03-02","17","-1"
289260,"2022-09-03","2022-09-04","2022-09-04","1","0"
277135,"2022-06-09","2022-06-09","2022-06-09","0","0"
274501,"2022-05-19","2022-05-22","2022-05-22","3","0"
260579,"2022-01-15","2022-01-16","2023-02-09","1","389"
291976,"2022-09-24","2022-09-24","2022-09-29","0","5"
263008,"2022-02-08","2022-02-12","2022-03-30","4","46"
273960,"2022-05-14","2022-05-14","2022-12-01","0","201"
268129,"2022-03-20","2022-03-21","2022-03-25","1","4"
275754,"2022-06-01","2022-10-25","2022-11-24","146","30"
272887,"2022-05-05","2022-05-05","2022-06-14","0","40"
287334,"2022-08-20","2022-08-21","2022-08-20","1","-1"
263309,"2022-02-10","2022-04-15","2022-05-06","64","21"
284292,"2022-08-07","2022-08-07","2022-08-09","0","2"
268527,"2022-03-25","2022-03-25","2022-03-25","0","0"
281609,"2022-07-15","2022-07-15","2022-07-15","0","0"
282022,"2022-07-18","2022-07-18","2022-07-18","0","0"
279428,"2022-06-27","2022-06-27","2022-07-28","0","31"
291713,"2022-09-22","2022-09-22","2022-09-22","0","0"
295949,"2022-10-24","2022-10-24","2022-10-25","0","1"
264623,"2022-02-22","2022-02-22","2022-02-28","0","6"
257122,"2021-12-15","2021-12-18","2021-12-17","3","-1"
278716,"2022-06-20","2022-06-20","2022-06-27","0","7"
295176,"2022-10-18","2022-10-18","2023-01-25","0","99"
273015,"2022-05-06","2022-05-19","2022-05-06","13","-13"
260477,"2022-01-14","2022-01-14","2022-01-16","0","2"
269981,"2022-04-07","2022-04-07","2022-04-07","0","0"
258463,"2021-12-29","2021-12-29","2022-01-27","0","29"
262792,"2022-02-05","2022-02-06","2022-02-05","1","-1"
294061,"2022-10-10","2022-10-10","2022-11-23","0","44"
292129,"2022-09-26","2022-09-26","2022-09-26","0","0"
278915,"2022-06-22","2022-06-24","2022-06-22","2","-2"
278080,"2022-06-16","2022-06-18","2022-06-18","2","0"
293627,"2022-10-07","2022-10-07","2022-10-07","0","0"
259039,"2022-01-02","2022-01-02","2022-01-02","0","0"
265218,"2022-02-27","2022-02-27","2022-02-27","0","0"
268010,"2022-03-19","2022-03-19","2022-03-19","0","0"
275498,"2022-05-31","2022-05-31","2022-05-31","0","0"
272586,"2022-05-02","2022-05-02","2022-05-31","0","29"
287203,"2022-08-19","2022-08-19","2022-12-31","0","134"
282526,"2022-07-25","2022-07-25","2022-07-27","0","2"
281324,"2022-07-12","2022-07-12","2022-07-12","0","0"
268940,"2022-03-30","2022-03-30","2022-03-30","0","0"
284856,"2022-08-11","2022-08-11","2022-11-27","0","108"
280249,"2022-07-04","2022-07-08","2022-07-11","4","3"
255449,"2021-12-02","2021-12-02","2021-12-05","0","3"
258722,"2021-12-31","2021-12-31","2022-12-02","0","336"
275516,"2022-05-31","2022-05-31","2022-06-01","0","1"
278906,"2022-06-22","2022-06-24","2022-06-28","2","4"
262726,"2022-02-05","2022-02-09","2022-02-09","4","0"
292640,"2022-09-30","2022-09-30","2022-09-30","0","0"
295288,"2022-10-19","2022-10-19","2022-10-19","0","0"
268647,"2022-03-26","2022-03-26","2022-03-28","0","2"
274057,"2022-05-15","2022-05-15","2022-05-15","0","0"
268892,"2022-03-29","2022-03-29","2022-03-30","0","1"
286717,"2022-08-17","2022-08-17","2022-08-19","0","2"
259482,"2022-01-06","2022-01-08","2022-01-06","2","-2"
290206,"2022-09-11","2022-09-23","2022-09-28","12","5"
268380,"2022-03-23","2022-03-23","2022-03-23","0","0"
275373,"2022-05-29","2022-05-31","2022-05-29","2","-2"
282442,"2022-07-23","2022-07-26","2022-07-26","3","0"
266123,"2022-03-06","2022-03-06","2022-03-06","0","0"
256484,"2021-12-10","2021-12-10","2021-12-22","0","12"
274721,"2022-05-22","2022-05-22","2022-05-22","0","0"
269054,"2022-03-31","2022-03-31","2022-03-31","0","0"
258878,"2022-01-01","2022-01-02","2022-01-01","1","-1"
273256,"2022-05-09","2022-08-15","2023-01-21","98","159"
294975,"2022-10-16","2022-10-16","2022-11-22","0","37"
295829,"2022-10-23","2022-10-23","2022-10-24","0","1"
271211,"2022-04-18","2022-04-18","2022-04-18","0","0"
291599,"2022-09-22","2022-09-22","2022-09-22","0","0"
270509,"2022-04-12","2022-04-12","2022-04-30","0","18"
274189,"2022-05-17","2022-05-24","2022-05-24","7","0"
261670,"2022-01-26","2022-02-03","2022-01-26","8","-8"
279738,"2022-06-29","2022-06-29","2022-06-30","0","1"
257151,"2021-12-16","2021-12-16","2022-03-25","0","99"
272089,"2022-04-27","2022-04-27","2022-07-23","0","87"
257682,"2021-12-21","2021-12-21","2021-12-21","0","0"
282901,"2022-07-28","2022-07-28","2022-07-28","0","0"
262412,"2022-02-03","2022-02-22","2022-02-22","19","0"
257095,"2021-12-15","2022-05-21","2022-05-27","157","6"
277670,"2022-06-13","2022-06-15","2022-06-13","2","-2"
291250,"2022-09-19","2022-09-19","2022-09-20","0","1"
271000,"2022-04-16","2022-04-16","2023-03-24","0","342"
270183,"2022-04-09","2022-04-09","2022-05-30","0","51"
255306,"2021-12-01","2021-12-01","2021-12-02","0","1"
296863,"2022-10-30","2022-10-30","2022-10-30","0","0"
258616,"2021-12-30","2021-12-30","2021-12-30","0","0"
258832,"2022-01-01","2022-01-01","2022-03-05","0","63"
